tabled_Årsmodell,tabled_Sylindervolum,tabled_Farge,tabled_Effekt,tabled_Karosseri,tabled_Omregistrering,tabled_Innskudd,tabled_Bilen står i,tabled_Salgsform,tabled_Forrige pris,tabled_Avgiftsklasse,tabled_Antall eiere,id,tabled_Vekt,price,title,place,tabled_Årsavgift,tabled_CO2 utslipp,tabled_1. gang registrert,tabled_Hjuldrift,tabled_Pris eks omreg,tabled_Hjuldriftnavn,tabled_Interiørfarge,tabled_Antall dører,tabled_Str. lasterom,tabled_Drivstoff,tabled_Reg.nr.,tabled_Girkasse,tabled_Antall seter,tabled_Fargebeskrivelse,tabled_Km.stand
,,,,,3660,,,,,,,98512965,,349800,Mercedes-Benz E-Klasse,2040 Kløfta,Ikke inklusiv,,,,346140,,,,,,,,,,
,,,,,1569,,,,,,,98511110,,250000,Nissan 350 Z,1400 Ski,Inklusiv,,,,248431,,,,,,,,,,
,,,,,3660,,,,,,,98512551,,219000,Volkswagen Golf,5229 Kalandseidet,Ikke inklusiv,,,,215340,,,,,,,,,,
,,,,,6064,,,,,,,98512847,,249000,BMW 1-serie,7075 Tiller,Ikke inklusiv,,,,242936,,,,,,,,,,
,,,,,6064,,,,,,,98512822,,898000,Jaguar F-PACE,4050 Sola,Ikke inklusiv,,,,891936,,,,,,,,,,
,,,,,6064,,,,,,,92572741,,191064,Volkswagen Golf,4046 Hafrsfjord,Inklusiv,,,,185000,,,,,,,,,,
,,,,,6064,,,,,,,98509222,,375064,Audi A3,2320 Furnes,Ikke inklusiv,,,,369000,,,,,,,,,,
,,,,,6064,,,,,,,98512705,,299000,BMW 3-serie,1617 Fredrikstad,Inklusiv,,,,292936,,,,,,,,,,
,,,,,1987,,,,,,,98512716,,279900,Mercedes-Benz Vito,7650 Verdal,Ikke inklusiv,,,,277913,,,,,,,,,,
,,,,,6064,,,,,,,98512736,,249000,Volvo V40,2007 Kjeller,Ikke inklusiv,,,,242936,,,,,,,,,,
,,,,,2614,,,,,,,98512271,,54999,Volkswagen Polo,1711 Sarpsborg,Inklusiv,,,,52385,,,,,,,,,,
,,,,,3660,,,,,,,98512650,,179000,MINI Countryman,4313 Sandnes,Ikke inklusiv,,,,175340,,,,,,,,,,
,,,,,3660,,,,,,,98512576,,113660,Opel Meriva,2500 Tynset,Inklusiv,,,,110000,,,,,,,,,,
,,,,,3660,,,,,,,98503636,,189000,Volvo V40,2072 Dal,Ikke inklusiv,,,,185340,,,,,,,,,,
,,,,,3660,,,,,,,98512195,,28660,Hyundai i30,5354 Straume,Ikke inklusiv,,,,25000,,,,,,,,,,
,,,,,2614,,,,,,,98512631,,89900,Hyundai i30,5132 Nyborg,Ikke inklusiv,,,,87286,,,,,,,,,,
,,,,,6064,"0,-",,,,,,98512643,,6990,Jaguar F-PACE,4050 Sola,,,,,,,,,,,,,,,
,,,,,5945,,,,,,,71391277,,315945,BMW 3-serie,5212 Søfteland,Ikke inklusiv,,,,310000,,,,,,,,,,
,,,,,Fritatt,,,,,,,98510696,,77000,Mercedes-Benz S-Klasse,1286 Oslo,Inklusiv,,,,,,,,,,,,,,
,,,,,3660,,,,,,,98512436,,168500,Volvo V70,9325 Bardufoss,Ikke inklusiv,,,,164840,,,,,,,,,,
,,,,,1569,,,,,,,98510956,,21569,Volkswagen Polo,1410 Kolbotn,Ikke inklusiv,,,,20000,,,,,,,,,,
,,,,,3660,,,,,,,98512363,,248900,Audi A5,3916 Porsgrunn,Inklusiv,,,,245240,,,,,,,,,,
,,,,,6064,,,,,,,98511792,,729000,BMW X5,6440 Elnesvågen,Inklusiv,,,,722936,,,,,,,,,,
,,,,,1569,,,,,,,98512332,,15000,Saab 9-5,2390 Moelv,Ikke inklusiv,,,,13431,,,,,,,,,,
,,,,,3660,,,,,,,98512279,,129000,Volkswagen Touran,1448 Drøbak,Ikke inklusiv,,,,125340,,,,,,,,,,
,,,,,3660,,,,,,,98512311,,309900,Volvo XC 60,7300 Orkanger,Ikke inklusiv,,,,306240,,,,,,,,,,
,,,,,6064,,,,,,,98512310,,948000,Land Rover Range Rover Sport,4050 Sola,Ikke inklusiv,,,,941936,,,,,,,,,,
,,,,,3660,,,,,,,98512235,,199000,Mitsubishi ASX,2742 Grua,Ikke inklusiv,,,,195340,,,,,,,,,,
,,,,,Fritatt,,,,,,,98511135,,539000,BMW X5,4014 Stavanger,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,2614,,,,,,,98510928,,24900,Citroen C3,1368 Stabekk,Inklusiv,,,,22286,,,,,,,,,,
,,,,,6064,,,,"215 000,-",,,89388894,,199000,Toyota Auris,6018 Ålesund,Ikke inklusiv,,,,192936,,,,,,,,,,
,,,,,6064,,,,,,,98512190,,269000,Volvo V70,3255 Larvik,Ikke inklusiv,,,,262936,,,,,,,,,,
2017,2 l,Grå,120 Hk,Sedan,,,Norge,Leasing,,Personbil,1,98505878,1 461 kg,4250,Volvo S60,5223 Nesttun,,110 g/km,23.06.2016,Forhjulsdrift,,,Mørk grå skinn,4,,Diesel,ZZ21922,Automat,5,Saville grå,11 132 km
,,,,,3588,,,,,,,83409495,,153588,Nissan Qashqai +2,1444 Drøbak,Ikke inklusiv,,,,150000,,,,,,,,,,
,,,,,6064,,,,,,,98512125,,819999,Tesla Model X,0373 Oslo,Inklusiv,,,,813935,,,,,,,,,,
2002,"1,9 l",Grønn,110 Hk,Stasjonsvogn,,,Norge,Bruktbil til salgs,,Personbil,4,98507427,1 290 kg,6569,Skoda Octavia,7018 Trondheim,,140 g/km,28.09.2001,Forhjulsdrift,,,,5,,Diesel,KT61453,Manuell,5,,246 275 km
,,,,,6064,,,,,,,98512061,,319000,Kia Sportage,3550 Gol,Ikke inklusiv,,,,312936,,,,,,,,,,
,,,,,3973,,,,,,,98512009,,179000,Peugeot 2008,4847 Arendal,Inklusiv,,,,175027,,,,,,,,,,
,,,,,3660,,,,,,,98510734,,129900,Mitsubishi Outlander,3036 Drammen,Ikke inklusiv,,,,126240,,,,,,,,,,
,,,,,Ikke oppgitt,"20 000,-",,,,,,98510974,,5560,Mercedes-Benz C-Klasse,0661 Oslo,,,,,,,,,,,,,,,
,,,,,Ikke oppgitt,,,,,,,98511846,,480000,BMW 5-serie,1540 Vestby,Inklusiv,,,,,,,,,,,,,,
,,,,,1987,,,,,,,98511795,,189000,Volkswagen Caddy,4580 Lyngdal,Ikke inklusiv,,,,187013,,,,,,,,,,
,,,,,3660,,,,,,,98511772,,99000,Skoda Octavia,1616 Fredrikstad,Ikke inklusiv,,,,95340,,,,,,,,,,
,,,,,6064,,,,,,,98511756,,259000,Mercedes-Benz A-Klasse,4313 Sandnes,Ikke inklusiv,,,,252936,,,,,,,,,,
1997,"1,9 l",Blå,78 Hk,Kasse,,,Norge,Bruktbil til salgs,,Varebil,1,98509081,1 845 kg,7046,Volkswagen Transporter,8003 Bodø,,,22.04.1997,Firehjulsdrift,,,,4,,Diesel,YE54526,Manuell,3,,170 121 km
,,,,,Inklusiv,,,,,,,98511624,,499000,Mercedes-Benz C-Klasse,1412 Sofiemyr,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,Fritatt,,,,,,,98511627,,489000,Mercedes-Benz E-Klasse,1473 Lørenskog,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,3660,,,,,,,98511639,,189900,Volvo V40,7047 Trondheim,Ikke inklusiv,,,,186240,,,,,,,,,,
,,,,,5945,,,,,,,86695768,,200945,Ford Focus,7653 Verdal,Ikke inklusiv,,,,195000,,,,,,,,,,
,,,,,3660,,,,,,,98506929,,325000,BMW 3-serie,0975 Oslo,Ikke inklusiv,,,,321340,,,,,,,,,,
,,,,,1569,,,,,,,98506013,,35000,Renault Megane,8515 Narvik,Inklusiv,,,,33431,,,,,,,,,,
,,,,,1569,,,,,,,98507213,,59569,Peugeot 407,2847 Kolbu,Inklusiv,,,,58000,,,,,,,,,,
,,,,,6064,,,,,,,98493254,,300000,Opel Astra,1621 Gressvik,Inklusiv,,,,293936,,,,,,,,,,
,,,,,6064,,,,,,,98511496,,429000,Mercedes-Benz C-Klasse,1526 Moss,Inklusiv,,,,422936,,,,,,,,,,
,,,,,3660,,,,,,,98508945,,169000,Volkswagen Caddy Maxi,5462 Herøysundet,Inklusiv,,,,165340,,,,,,,,,,
,,,,,3660,,,,,,,98511446,,249000,Opel Mokka,4857 Arendal,Ikke inklusiv,,,,245340,,,,,,,,,,
,,,,,6064,,,,,,,98508659,,1349000,Porsche 911,1555 Son,Inklusiv,,,,1342936,,,,,,,,,,
,,,,,3660,,,,,,,98511434,,279900,BMW 5-serie,1448 Drøbak,Inklusiv,,,,276240,,,,,,,,,,
,,,,,3660,,,,,,,98511403,,459000,BMW X6,2827 Hunndalen,Ikke inklusiv,,,,455340,,,,,,,,,,
,,,,,1987,,,,,,,98511436,,379000,Isuzu D-max,2013 Skjetten,Ikke inklusiv,,,,377013,,,,,,,,,,
,,,,,6064,,,,,,,95233537,,385064,BMW 4-serie,2067 Jessheim,Inklusiv,,,,379000,,,,,,,,,,
2016,1 997 l,Sølv,128 Hk,Kasse,,,,Auksjon,,Varebil,,98511374,1 720 kg,169387,Citroen Jumpy,3170 Sem,,,25.05.2016,Forhjulsdrift,,,,5,,Diesel,CF82768,Manuell,3,Sølv,28 729 km
,,,,,2563,,,,,,,76890593,,67563,Volkswagen Beetle,3234 Sandefjord,Inklusiv,,,,65000,,,,,,,,,,
,,,,,1046,,,,,,,98511307,,169900,Chevrolet Silverado,3050 Mjøndalen,Ikke inklusiv,,,,168854,,,,,,,,,,
,,,,,3660,,,,,,,98511323,,79900,Ford Focus,3027 Drammen,Ikke inklusiv,,,,76240,,,,,,,,,,
,,,,,3588,,,,,,,71011499,,100588,Audi A3,1412 Sofiemyr,Inklusiv,,,,97000,,,,,,,,,,
,,,,,3660,,,,,,,98511295,,69900,Citroen C4 Picasso,3474 Åros,Inklusiv,,,,66240,,,,,,,,,,
,,,,,3660,,,,,,,98511313,,169000,Skoda Octavia,3735 Skien,Inklusiv,,,,165340,,,,,,,,,,
,,,,,3660,,,,,,,98511328,,319900,Volvo XC 70,7047 Trondheim,Ikke inklusiv,,,,316240,,,,,,,,,,
,,,,,3660,,,,,,,98509740,,189000,BMW 5-serie,1407 Vinterbro,Inklusiv,,,,185340,,,,,,,,,,
,,,,,1255,,,,,,,98511233,,384000,Volkswagen Amarok,3511 Hønefoss,Ikke inklusiv,,,,382745,,,,,,,,,,
,,,,,6064,,,,,,,98511229,,389000,Volvo S80,4313 Sandnes,Ikke inklusiv,,,,382936,,,,,,,,,,
,,,,,Fritatt,,,,,,,98507371,,449000,Ford S-MAX,0668 Oslo,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,6064,,,,"264 000,-",,,93876234,,249900,Toyota Auris,7604 Levanger,Ikke inklusiv,,,,243836,,,,,,,,,,
,,,,,3660,,,,,,,89709879,,164990,BMW 1-serie,1397 Nesøya,Ikke inklusiv,,,,161330,,,,,,,,,,
,,,,,2614,,,,,,,98511126,,81614,Opel Astra,2316 Hamar,Ikke inklusiv,,,,79000,,,,,,,,,,
,,,,,3660,,,,,,,98511094,,369000,Lexus RX450h,6018 Ålesund,Ikke inklusiv,,,,365340,,,,,,,,,,
,,,,,6064,,,,"249 900,-",,,93876221,,239900,Toyota Auris,7604 Levanger,Ikke inklusiv,,,,233836,,,,,,,,,,
,,,,,3660,,,,,,,98511122,,349000,Ford Galaxy,7800 Namsos,Ikke inklusiv,,,,345340,,,,,,,,,,
,,,,,2614,,,,,,,92117860,,45614,Toyota Yaris,5221 Nesttun,Ikke inklusiv,,,,43000,,,,,,,,,,
,,,,,6064,,,,,,,98511064,,230000,Opel Mokka,2316 Hamar,Ikke inklusiv,,,,223936,,,,,,,,,,
,,,,,3660,,,,,,,98511069,,199000,Audi A4,2815 Gjøvik,Ikke inklusiv,,,,195340,,,,,,,,,,
,,,,,1255,,,,,,,98509538,,87255,Volkswagen Touran,3735 Skien,Inklusiv,,,,86000,,,,,,,,,,
,,,,,Fritatt,,,,,,,98510987,,799900,Audi A6 allroad,5852 Bergen,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,6064,,,,,,,98514570,,239000,BMW 3-serie,1363 Høvik,Ikke inklusiv,,,,232936,,,,,,,,,,
,,,,,3660,,,,,,,98509249,,179500,Kia Sportage,3055 Krokstadelva,Ikke inklusiv,,,,175840,,,,,,,,,,
,,,,,1569,,,,,,,98508967,,229000,Toyota Land Cruiser,0355 Oslo,Inklusiv,,,,227431,,,,,,,,,,
,,,,,1987,,,,"219 000,-",,,84160350,,199000,Volkswagen Caddy,4580 Lyngdal,Ikke inklusiv,,,,197013,,,,,,,,,,
2004,1 595 l,Grå,102 Hk,Stasjonsvogn,,,,Auksjon,,Personbil,,98510913,1 350 kg,21569,Audi A4,3301 Hokksund,,,,Forhjulsdrift,,,,5,,Bensin,ne97560,Manuell,5,Grå,165 000 km
,,,,,6064,,,,,,,98510008,,299900,MINI Countryman,1363 Høvik,Inklusiv,,,,293836,,,,,,,,,,
,,,,,6064,,,,,,,98504347,,275000,Opel Insignia,5258 Blomsterdalen,Inklusiv,,,,268936,,,,,,,,,,
,,,,,1569,,,,,,,98509582,,25569,Peugeot 106,0481 Oslo,Inklusiv,,,,24000,,,,,,,,,,
,,,,,1569,,,,,,,98510806,,29999,Volkswagen Touran,4823 Nedenes,Inklusiv,,,,28430,,,,,,,,,,
,,,,,6064,,,,,,,98509329,,415000,Mercedes-Benz GLA,8514 Narvik,Inklusiv,,,,408936,,,,,,,,,,
,,,,,Fritatt,,,,,,,98510767,,1149990,BMW X5,2770 Jaren,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,Fritatt,,,,,,,98510761,,409000,Mercedes-Benz C-Klasse,1473 Lørenskog,Ikke inklusiv,,,,,,,,,,,,,,
2013,1 461 l,Hvit,90 Hk,Kasse,,,,Auksjon,,Varebil,,98510684,1 280 kg,74155,Mercedes-Benz Citan,3170 Sem,,,,Forhjulsdrift,,,,5,,Diesel,DP31124,Manuell,2,Hvit,73 851 km
,,,,,1569,,,,,,,98510692,,14900,Nissan Primera,3474 Åros,Inklusiv,,,,13331,,,,,,,,,,
,,,,,3660,,,,,,,98510651,,89990,Mazda 6,2770 Jaren,Ikke inklusiv,,,,86330,,,,,,,,,,
,,,,,3660,,,,,,,91229083,,129000,BMW 1-serie,1370 Asker,Ikke inklusiv,,,,125340,,,,,,,,,,
,,,,,1569,,,,,,,98509151,,57000,BMW 1-serie,6050 Valderøya,Inklusiv,,,,55431,,,,,,,,,,
,,,,,3660,,,,,,,98510588,,99999,Hyundai i30,4823 Nedenes,Inklusiv,,,,96339,,,,,,,,,,
,,,,,1569,,,,,,,98288642,,23569,Volkswagen Golf,0570 Oslo,Inklusiv,,,,22000,,,,,,,,,,
,,,,,3973,,,,,,,98510604,,229000,Peugeot 208,6018 Ålesund,Ikke inklusiv,,,,225027,,,,,,,,,,
,,,,,1255,,,,,,,98510558,,249000,Toyota HiLux,3271 Larvik,Ikke inklusiv,,,,247745,,,,,,,,,,
,,,,,6064,,,,,,,98510527,,775000,Audi A6 allroad,0283 Oslo,Ikke inklusiv,,,,768936,,,,,,,,,,
,,,,,1987,,,,,,,98509758,,199000,Peugeot Expert,9300 Finnsnes,Inklusiv,,,,197013,,,,,,,,,,
,,,,,1046,,,,,,,98510312,,9046,Citroen Berlingo,3961 Stathelle,Inklusiv,,,,8000,,,,,,,,,,
,,,,,3660,,,,,,,98509492,,143660,Audi A3,3261 Larvik,Inklusiv,,,,140000,,,,,,,,,,
,,,,,Fritatt,,,,,,,98509101,,74000,Mercedes-Benz,6422 Molde,Inklusiv,,,,,,,,,,,,,,
,,,,,1255,,,,,,,98510457,,269900,Nissan Navara,3540 Nesbyen,Inklusiv,,,,268645,,,,,,,,,,
,,,,,1569,,,,,,,98506768,,21569,BMW 7-serie,2150 Årnes,Ikke inklusiv,,,,20000,,,,,,,,,,
,,,,,6064,,,,,,,98510314,,369000,Toyota RAV4,9802 Vestre,Ikke inklusiv,,,,362936,,,,,,,,,,
,,,,,3660,,,,,,,98510303,,169999,Opel Insignia,4823 Nedenes,Inklusiv,,,,166339,,,,,,,,,,
,,,,,3973,,,,,,,98510271,,219999,Volkswagen Golf,4823 Nedenes,Inklusiv,,,,216026,,,,,,,,,,
,,,,,1255,,,,,,,98510296,,109999,Mitsubishi L200,4823 Nedenes,Inklusiv,,,,108744,,,,,,,,,,
,,,,,6064,,,,"659 000,-",,,97065711,,639000,Volvo S90,5178 Loddefjord,Inklusiv,,,,632936,,,,,,,,,,
,,,,,3973,,,,,,,98510272,,119900,Ford Fiesta,5068 Bergen,Ikke inklusiv,,,,115927,,,,,,,,,,
,,,,,2614,,,,,,,98510241,,49999,Suzuki Swift,4823 Nedenes,Inklusiv,,,,47385,,,,,,,,,,
,,,,,2614,,,,,,,98510184,,64999,Suzuki Swift,4823 Nedenes,Inklusiv,,,,62385,,,,,,,,,,
,,,,,1569,,,,,,,98508458,,199999,Volkswagen Multivan,3300 Hokksund,Inklusiv,,,,198430,,,,,,,,,,
,,,,,Inklusiv,,,,,,,98510213,,10000,Peugeot 407,4823 Nedenes,Inklusiv,,,,,,,,,,,,,,
,,,,,3660,,,,,,,98510205,,189900,Honda CR-V,8400 Sortland,Ikke inklusiv,,,,186240,,,,,,,,,,
,,,,,1569,,,,,,,98510212,,34900,Opel Astra,7341 Oppdal,Ikke inklusiv,,,,33331,,,,,,,,,,
,,,,,1987,,,,,,,98510214,,155000,Ford Transit Connect,0510 Oslo,Ikke inklusiv,,,,153013,,,,,,,,,,
,,,,,3660,,,,,,,98510223,,97900,Skoda Octavia,2040 Kløfta,Ikke inklusiv,,,,94240,,,,,,,,,,
,,,,,3660,,,,,,,98510164,,169999,Nissan Qashqai,4823 Nedenes,Inklusiv,,,,166339,,,,,,,,,,
,,,,,6064,,,,,,,98510146,,409000,Toyota C-HR,4400 Flekkefjord,Ikke inklusiv,,,,402936,,,,,,,,,,
,,,,,3660,,,,,,,98509992,,43800,Volkswagen Passat,5221 Nesttun,Inklusiv,,,,40140,,,,,,,,,,
,,,,,1569,,,,,,,98508477,,23569,Nissan Sunny,7091 Tiller,Inklusiv,,,,22000,,,,,,,,,,
,,,,,3660,,,,,,,98510059,,639000,Porsche Cayenne,4095 Stavanger,Ikke inklusiv,,,,635340,,,,,,,,,,
,,,,,1987,,,,,,,98510033,,369000,Volkswagen Amarok,2815 Gjøvik,Ikke inklusiv,,,,367013,,,,,,,,,,
,,,,,1046,,,,,,,98507753,,99000,Nissan Navara,2318 Hamar,Inklusiv,,,,97954,,,,,,,,,,
,,,,,6064,,,,,,,98510011,,415000,Mercedes-Benz E-Klasse,1473 Lørenskog,Ikke inklusiv,,,,408936,,,,,,,,,,
,,,,,3588,,,,,,,74466936,,463588,BMW X5,7232 Lundamo,Inklusiv,,,,460000,,,,,,,,,,
,,,,,3660,,,,,,,98510012,,133900,Toyota Prius,2321 Hamar,Ikke inklusiv,,,,130240,,,,,,,,,,
,,,,,1569,,,,,,,96932358,,128569,Chrysler 300C,6524 Frei,Ikke inklusiv,,,,127000,,,,,,,,,,
,,,,,3660,,,,,,,98507282,,489660,BMW 7-serie,3251 Larvik,Inklusiv,,,,486000,,,,,,,,,,
,,,,,1500,,,,,,,98509109,,360500,Dodge,1747 Skjeberg,Inklusiv,,,,359000,,,,,,,,,,
,,,,,3660,,,,,,,98509855,,69000,Mazda 3,7047 Trondheim,Inklusiv,,,,65340,,,,,,,,,,
,,,,,2614,,,,,,,98509840,,105000,Nissan Note,5710 Skulestadmo,Ikke inklusiv,,,,102386,,,,,,,,,,
,,,,,3660,,,,,,,98509822,,319000,Volkswagen Tiguan,9802 Vestre,Ikke inklusiv,,,,315340,,,,,,,,,,
,,,,,3660,,,,,,,96564721,,203660,BMW 3-serie,4631 Kristiansand,Inklusiv,,,,200000,,,,,,,,,,
,,,,,1255,,,,,,,98508478,,199000,Mercedes-Benz Sprinter,3534 Sokna,Inklusiv,,,,197745,,,,,,,,,,
,,,,,3660,,,,,,,98508250,,49900,Peugeot 407,2322 Ridabu,Inklusiv,,,,46240,,,,,,,,,,
,,,,,3660,,,,,,,98509693,,159000,Toyota Urban Cruiser,5710 Skulestadmo,Ikke inklusiv,,,,155340,,,,,,,,,,
,,,,,3973,,,,,,,98509696,,152800,Ford Fiesta,1520 Moss,Ikke inklusiv,,,,148827,,,,,,,,,,
2015,1 461 l,Svart,110 Hk,Kasse,,,,Auksjon,,Varebil,,98509641,1 286 kg,94687,Nissan NV200,3170 Sem,,,,Forhjulsdrift,,,,2,,Diesel,BD90401,Manuell,2,Sort,31 300 km
,,,,,6064,,,,,,,98509662,,449900,Volvo V60,7047 Trondheim,Ikke inklusiv,,,,443836,,,,,,,,,,
,,,,,3660,,,,,,,98509159,,79960,Toyota Avensis,3158 Andebu,Inklusiv,,,,76300,,,,,,,,,,
,,,,,1569,,,,,,,71900122,,59969,BMW 3-serie,4513 Mandal,Inklusiv,,,,58400,,,,,,,,,,
,,,,,6064,,,,,,,98509578,,349000,Toyota RAV4,5710 Skulestadmo,Ikke inklusiv,,,,342936,,,,,,,,,,
,,,,,Ikke oppgitt,,,,,,,98509555,,229000,Mitsubishi Outlander,7072 Heimdal,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,6064,,,,,,,98509480,,249900,Nissan Qashqai,5535 Haugesund,Ikke inklusiv,,,,243836,,,,,,,,,,
,,,,,3973,,,,,,,98509506,,239000,Peugeot 308,1400 Ski,Ikke inklusiv,,,,235027,,,,,,,,,,
,,,,,3660,,,,,,,98509474,,269000,Subaru Forester,5710 Skulestadmo,Ikke inklusiv,,,,265340,,,,,,,,,,
,,,,,6064,,,,,,,98509472,,309000,BMW 2-serie,2619 Lillehammer,Ikke inklusiv,,,,302936,,,,,,,,,,
,,,,,1569,,,,,,,98508786,,16569,Volkswagen Touran,5178 Loddefjord,Inklusiv,,,,15000,,,,,,,,,,
,,,,,1569,,,,,,,98508540,,36569,Seat Ibiza,4355 Kvernaland,Inklusiv,,,,35000,,,,,,,,,,
,,,,,1569,,,,,,,98506121,,111569,BMW Z3,3290 Stavern,Ikke inklusiv,,,,110000,,,,,,,,,,
,,,,,3660,,,,,,,98509371,,278999,BMW 3-serie,7075 Tiller,Inklusiv,,,,275339,,,,,,,,,,
,,,,,6064,,,,,,,98507815,,259064,Skoda Octavia,4340 Bryne,Inklusiv,,,,253000,,,,,,,,,,
,,,,,1569,,,,,,,98508536,,66569,BMW 5-serie,4056 Tananger,Inklusiv,,,,65000,,,,,,,,,,
,,,,,3660,,,,,,,98508169,,198000,Volvo V60,4014 Stavanger,Inklusiv,,,,194340,,,,,,,,,,
,,,,,3660,,,,,,,98509374,,179000,Volkswagen Tiguan,2815 Gjøvik,Ikke inklusiv,,,,175340,,,,,,,,,,
,,,,,3660,,,,,,,98509379,,485000,BMW 5-serie,2619 Lillehammer,Ikke inklusiv,,,,481340,,,,,,,,,,
,,,,,6064,,,,,,,98509370,,279000,Ford S-MAX,1400 Ski,Ikke inklusiv,,,,272936,,,,,,,,,,
,,,,,3660,,,,,,,98334644,,899000,Porsche Panamera,1525 Moss,Inklusiv,,,,895340,,,,,,,,,,
,,,,,6064,,,,,,,98509278,,649000,Volkswagen Passat Alltrack,4617 Kristiansand,Ikke inklusiv,,,,642936,,,,,,,,,,
,,,,,6064,,,,,,,98509294,,328700,Ford S-MAX,2212 Kongsvinger,Ikke inklusiv,,,,322636,,,,,,,,,,
,,,,,6064,,,,,,,98509332,,289000,BMW 3-serie,2619 Lillehammer,Ikke inklusiv,,,,282936,,,,,,,,,,
,,,,,3660,,,,,,,98509289,,259000,Mercedes-Benz A-Klasse,3550 Gol,Inklusiv,,,,255340,,,,,,,,,,
,,,,,3660,,,,,,,98508142,,89000,Ford Mondeo,9300 Finnsnes,Inklusiv,,,,85340,,,,,,,,,,
,,,,,6064,,,,,,,98509239,,299000,BMW 1-serie,2619 Lillehammer,Ikke inklusiv,,,,292936,,,,,,,,,,
,,,,,1255,,,,,,,98509206,,269000,Toyota HiLux,3550 Gol,Inklusiv,,,,267745,,,,,,,,,,
,,,,,3660,,,,,,,98509170,,289000,BMW X1,2619 Lillehammer,Ikke inklusiv,,,,285340,,,,,,,,,,
,,,,,3660,,,,,,,98509115,,259900,Subaru Outback,7044 Trondheim,Ikke inklusiv,,,,256240,,,,,,,,,,
,,,,,3660,,,,,,,98509132,,189660,Mitsubishi ASX,3027 Drammen,Inklusiv,,,,186000,,,,,,,,,,
,,,,,3660,,,,,,,98509138,,289000,Opel Insignia Country Tourer,4095 Stavanger,Ikke inklusiv,,,,285340,,,,,,,,,,
,,,,,3660,,,,,,,98509148,,179660,Volvo XC 90,3027 Drammen,Inklusiv,,,,176000,,,,,,,,,,
,,,,,1569,,,,,,,98509146,,29000,Toyota Avensis Verso,1364 Fornebu,Inklusiv,,,,27431,,,,,,,,,,
,,,,,1569,,,,,,,98502021,,86569,BMW 3-serie,4514 Mandal,Ikke inklusiv,,,,85000,,,,,,,,,,
,,,,,3660,,,,,,,92269014,,83660,Volvo C30,5955 Lindås,Inklusiv,,,,80000,,,,,,,,,,
,,,,,3973,,,,,,,98509066,,272973,Suzuki SX4,9912 Hesseng,Ikke inklusiv,,,,269000,,,,,,,,,,
,,,,,1987,,,,,,,98509049,,359987,Citroen Jumper,2092 Minnesund,Ikke inklusiv,,,,358000,,,,,,,,,,
,,,,,Fritatt,,,,,,,98531160,,1379000,Porsche 911,7860 Skage,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,6064,,,,,,,98509051,,385000,BMW 1-serie,2619 Lillehammer,Ikke inklusiv,,,,378936,,,,,,,,,,
,,,,,2614,,,,,,,98508976,,89000,Peugeot iOn,1351 Rud,Inklusiv,,,,86386,,,,,,,,,,
,,,,,1569,,,,,,,98506099,,15569,BMW 5-serie,4319 Sandnes,Inklusiv,,,,14000,,,,,,,,,,
,,,,,6064,,,,,,,98508996,,485000,BMW 3-serie,2619 Lillehammer,Ikke inklusiv,,,,478936,,,,,,,,,,
,,,,,1569,,,,,,,98508921,,29569,Ford C-Max,3036 Drammen,Ikke inklusiv,,,,28000,,,,,,,,,,
,,,,,6064,,,,,,,98504425,,239000,Mazda 3,3027 Drammen,Inklusiv,,,,232936,,,,,,,,,,
,,,,,1987,,,,,,,98508899,,375000,Isuzu D-max,2642 Kvam,Inklusiv,,,,373013,,,,,,,,,,
,,,,,1569,,,,,,,98508865,,9900,Saab 9-3,3474 Åros,Inklusiv,,,,8331,,,,,,,,,,
,,,,,2614,,,,,,,98508847,,89900,Hyundai i20,5527 Haugesund,Ikke inklusiv,,,,87286,,,,,,,,,,
,,,,,6064,,,,,,,98507851,,178064,Volkswagen Golf,7500 Stjørdal,Inklusiv,,,,172000,,,,,,,,,,
,,,,,1046,,,,,,,98507783,,56046,Volkswagen Transporter,7622 Markabygda,Ikke inklusiv,,,,55000,,,,,,,,,,
,,,,,6064,,,,,,,98508637,,329000,Volvo V70,1360 Fornebu,Ikke inklusiv,,,,322936,,,,,,,,,,
,,,,,6064,,,,,,,98508650,,209000,Ford Focus,1520 Moss,Ikke inklusiv,,,,202936,,,,,,,,,,
,,,,,6064,,,,,,,98508687,,228900,Mazda 3,0661 Oslo,Ikke inklusiv,,,,222836,,,,,,,,,,
,,,,,1569,,,,,,,98508239,,19569,Toyota Corolla,4017 Stavanger,Inklusiv,,,,18000,,,,,,,,,,
,,,,,Fritatt,,,,,,,98500424,,109999,Toyota Urban Cruiser,2007 Kjeller,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,3660,,,,,,,98327069,,99000,Audi A3,4580 Lyngdal,Inklusiv,,,,95340,,,,,,,,,,
